mm,mdd,dd,hr,Ts_C,VPD,u,"precip, mm","P, kPa","O3, ppb","PAR, W m-2"
11,4,308,3,10.98,0,0.97,0.12,92.26,29.321,0
11,4,308,4,11.5,0.0717,0.85,0.12,92.14,31.88,0
11,4,308,5,11.23,0.0721,0.75,0.12,92.19,33.54,0
11,4,308,6,11.34,0.10954,0.64,0.023,92.2,32.517,0
11,4,308,7,11.11,0.07673,0.57,0.023,92.25,30.894,13.44
11,4,308,8,11.23,0.08188,0.55,0.023,92.23,30.945,197.38
11,4,308,9,13.88,0.35382,0.58,0.09,92.32,31.351,372.09
11,4,308,10,12.17,0.18896,0.67,0.09,92.23,33.145,495.7
11,4,308,11,13.02,0.2762,0.72,0.09,92.27,35.779,568.32
11,4,308,12,13.87,0.36893,0.77,0.17,92.34,38.708,538.24
11,4,308,13,13.87,0.38852,0.74,0.17,92.32,41.12,502.54
11,4,308,14,13.87,0.40607,0.73,0.17,92.33,42.38,417.27
11,4,308,15,11.46,0.1871,0.72,0.073,92.35,42.378,318.24
11,4,308,16,13.07,0.33942,0.73,0.073,92.34,40.937,133.47
11,4,308,17,12.26,0.25725,0.71,0.073,92.35,38.779,0
11,4,308,18,10.28,0.08034,0.46,0,92.42,37.225,0
11,4,308,19,11.06,0.15104,0.46,0,92.37,37.407,0
11,4,308,20,10.67,0.11911,0.47,0,92.39,37.274,0
11,4,308,21,9.47,0.021,0.47,0.01,92.47,37.047,0
11,4,308,22,10.01,0.08288,0.48,0.01,92.43,36.811,0
11,4,308,23,9.74,0.07792,0.5,0.01,92.45,36.659,0
11,5,309,0,9.24,0.0565,0.51,0.02,92.36,36.555,0
11,5,309,1,9.4,0.07648,0.49,0.02,92.45,36.284,0
11,5,309,2,9.33,0.07861,0.47,0.02,92.41,35.928,0
11,5,309,3,8.89,0.0552,0.45,0.17,92.13,35.561,0
11,5,309,4,9.15,0.0844,0.35,0.17,92.31,35.014,0
11,5,309,5,9.03,0.08616,0.36,0.17,92.23,33.933,0
11,5,309,6,11.12,0.26447,0.5,3.533,91.68,30.959,0
11,5,309,7,9.68,0.07245,0.63,3.533,92.03,29.195,4.69
11,5,309,8,10.42,0.0747,0.78,3.533,91.88,30.409,83.11
11,5,309,9,14.78,0.4438,0.92,0.737,91.55,30.996,270.88
11,5,309,10,12.35,0.05954,0.98,0.737,91.65,28.698,361.44
11,5,309,11,13.57,0.06064,1.12,0.737,91.61,25.953,414.86
11,5,309,12,13.68,0,1.31,1.237,91.27,26.049,341.37
11,5,309,13,14.44,0.07871,1.23,1.237,91.49,28.245,318.44
11,5,309,14,14.07,0.07988,1.21,1.237,91.39,29.499,264.22
11,5,309,15,15.02,0.23281,1.25,2.943,90.85,29.592,83.39
11,5,309,16,14.17,0.09133,1.32,2.943,91.18,29.063,34.47
11,5,309,17,14.62,0.0989,1.43,2.943,91.04,27.996,0
11,5,309,18,14.84,0.09212,1.57,5.01,90.34,28.23,0
11,5,309,19,15.01,0.10574,1.39,5.01,90.74,27.63,0
11,5,309,20,14.95,0.10379,1.23,5.01,90.57,26.71,0
11,5,309,21,12.52,0,1.1,10.52,90.08,26.011,0
11,5,309,22,14.09,0.06302,0.51,10.52,90.28,25.975,0
11,5,309,23,13.32,0.02707,0.44,10.52,90.2,27.45,0
11,6,310,0,8.9,0,0.92,4.4,90.21,29.447,0
11,6,310,1,11.3,0.04469,1.06,4.4,90.11,32.936,0
11,6,310,2,10.09,0.04729,1.27,4.4,90.15,38.047,0
11,6,310,3,6.63,0,1.52,0.05,90.81,41.393,0
11,6,310,4,8.09,0.05949,1.35,0.05,90.34,37.748,0
11,6,310,5,7.33,0.06231,1.21,0.05,90.54,33.251,0
11,6,310,6,5.8,0.02166,1.09,0.41,90.86,29.044,0
11,6,310,7,6.35,0.06051,1.15,0.41,90.82,25.951,6.48
11,6,310,8,6.07,0.04699,1.22,0.41,90.84,25.358,138.68
11,6,310,9,7.1,0.11998,1.29,0.143,91.13,26.074,125.22
11,6,310,10,6.21,0.05194,1.28,0.143,90.92,27.853,167.66
11,6,310,11,6.64,0.07336,1.27,0.143,91.01,30.127,192.55
11,6,310,12,9.7,0.29166,1.24,0.017,91.2,32.226,581.12
11,6,310,13,7.96,0.16344,1.23,0.017,91.15,33.804,542.27
11,6,310,14,8.83,0.23565,1.24,0.017,91.17,34.811,449.2
11,6,310,15,7.72,0.15911,1.27,0.023,91.34,35.191,317.38
11,6,310,16,9.03,0.26558,1.19,0.023,91.23,34.611,129.03
11,6,310,17,8.37,0.21677,1.03,0.023,91.28,33.679,0
11,6,310,18,7.62,0.18585,0.83,0.07,91.43,34.082,0
11,6,310,19,7.68,0.1595,0.86,0.07,91.36,34.946,0
11,6,310,20,7.64,0.12454,0.9,0.07,91.39,34.939,0
11,6,310,21,6.9,0.03812,0.93,0.017,91.48,34.713,0
11,6,310,22,7.38,0.08214,0.82,0.017,91.44,34.195,0
11,6,310,23,7.14,0.07768,0.73,0.017,91.46,33.606,0
11,7,311,0,6.98,0.08215,0.67,0.117,91.46,32.846,0
11,7,311,1,6.93,0.07741,0.71,0.117,91.48,32.171,0
11,7,311,2,6.96,0.07815,0.74,0.117,91.47,31.386,0
11,7,311,3,7.06,0.08372,0.77,0.063,91.51,30.308,0
11,7,311,4,7,0.08144,0.77,0.063,91.47,28.855,0
11,7,311,5,7.03,0.08489,0.8,0.063,91.49,26.916,0
11,7,311,6,8.02,0.1561,0.84,0.017,91.67,23.2,0
11,7,311,7,7.36,0.10226,0.93,0.017,91.55,20.164,6.1
11,7,311,8,7.68,0.11967,1,0.017,91.6,19.797,171.93
11,7,311,9,10.96,0.37459,1.03,0.11,91.75,20.112,346.33
11,7,311,10,8.99,0.2018,1.11,0.11,91.69,20.893,465.18
11,7,311,11,9.97,0.27177,1.17,0.11,91.71,22.095,535.07
11,7,311,12,9.96,0.26395,1.23,0.63,91.6,23.585,411.78
11,7,311,13,10.64,0.28483,1.29,0.63,91.72,24.763,383.88
11,7,311,14,10.31,0.2214,1.34,0.63,91.67,25.089,317.53
11,7,311,15,10.11,0.16845,1.37,0.183,91.68,24.342,267.36
11,7,311,16,10,0.1396,1.24,0.183,91.62,23.595,106.46
11,7,311,17,10.05,0.12382,1.06,0.183,91.64,23.304,0
11,7,311,18,9.72,0.07743,0.85,0.16,92,24.514,0
11,7,311,19,9.95,0.09855,0.81,0.16,91.75,25.6,0
11,7,311,20,9.82,0.08698,0.77,0.16,91.86,25.34,0
11,7,311,21,9.42,0.05169,0.73,0.043,92.25,24.765,0
11,7,311,22,9.6,0.08738,0.74,0.043,92.06,24.303,0
11,7,311,23,9.5,0.09765,0.74,0.043,92.14,23.922,0
11,8,312,0,8.13,0.00862,0.75,0.037,92.4,23.614,0
11,8,312,1,8.98,0.10979,0.76,0.037,92.28,23.236,0
11,8,312,2,8.55,0.11149,0.77,0.037,92.33,22.759,0
11,8,312,3,7.2,0.04679,0.79,0,92.51,22.412,0
11,8,312,4,7.81,0.10954,0.74,0,92.42,22.157,0
11,8,312,5,7.5,0.10531,0.69,0,92.46,22.027,0
11,8,312,6,8.69,0.21143,0.63,0.007,92.54,20.913,0
11,8,312,7,7.69,0.12962,0.84,0.007,92.52,20.551,4.95
11,8,312,8,8.19,0.16199,0.97,0.007,92.53,22.034,195.66
11,8,312,9,11.62,0.44022,1.02,0.047,92.59,23.546,358.87
11,8,312,10,9.66,0.28119,1.19,0.047,92.55,25.309,483.86
11,8,312,11,10.64,0.37398,1.33,0.047,92.57,26.833,557.44
11,8,312,12,11.09,0.42661,1.47,0.01,92.41,27.526,530.33
11,8,312,13,11.46,0.46857,1.5,0.01,92.55,27.603,494.11
11,8,312,14,11.28,0.46329,1.54,0.01,92.49,27.836,407.97
11,8,312,15,9.21,0.29907,1.57,0.01,92.4,28.256,262.52
11,8,312,16,10.46,0.39817,1.49,0.01,92.41,28.293,102.11
11,8,312,17,9.84,0.34081,1.39,0.01,92.4,28.004,0
11,8,312,18,8.58,0.2366,1.17,0.043,92.35,28.948,0
11,8,312,19,9,0.251,1.19,0.043,92.39,29.607,0
11,8,312,20,8.79,0.21709,1.23,0.043,92.37,29.505,0
11,8,312,21,10.06,0.30327,1.29,0.54,92.15,29.17,0
11,8,312,22,9.09,0.15357,1.34,0.54,92.31,28.864,0
11,8,312,23,9.59,0.1239,1.41,0.54,92.24,28.185,0
11,9,313,0,10.9,0.1653,1.5,0.275,92.19,26.814,0
11,9,313,1,10.34,0.10241,1.43,0.275,92.16,25.47,0
11,9,313,2,10.62,0.11155,1.37,0.275,92.17,24.872,0
11,9,313,3,9.67,0.01542,1.32,0.062,92.33,24.856,0
11,9,313,4,10.48,0.15117,1.33,0.062,92.22,25.559,0
11,9,313,5,10.07,0.18319,1.35,0.062,92.27,26.905,0
11,9,313,6,9.45,0.19663,1.38,0.034,92.61,26.718,0
11,9,313,7,9.57,0.24616,1.33,0.034,92.39,25.873,3.3
11,9,313,8,9.5,0.27915,1.29,0.034,92.49,25.53,188.7
11,9,313,9,11.19,0.46107,1.21,0.041,92.7,25.637,355.65
11,9,313,10,10.02,0.40873,1.32,0.041,92.63,27.226,481.14
11,9,313,11,10.6,0.50568,1.4,0.041,92.66,29.366,555
11,9,313,12,11.59,0.6424,1.48,0.01,92.59,31.012,585.43
11,9,313,13,11.33,0.61926,1.46,0.01,92.68,31.675,545.33
11,9,313,14,11.47,0.63236,1.45,0.01,92.64,31.589,449.57
11,9,313,15,9,0.42516,1.45,0.007,92.58,30.98,305.55
11,9,313,16,10.73,0.54364,1.35,0.007,92.59,29.868,116.46
11,9,313,17,9.86,0.44562,1.23,0.007,92.58,28.768,0
11,9,313,18,8.39,0.2998,0.87,0.008,92.61,28.784,0
11,9,313,19,8.79,0.29157,0.82,0.008,92.59,29.08,0
11,9,313,20,8.59,0.23766,0.78,0.008,92.6,28.667,0
11,9,313,21,7.44,0.11555,0.76,0.045,92.61,28.016,0
11,9,313,22,8.07,0.16304,0.73,0.045,92.61,27.441,0
11,9,313,23,7.76,0.14158,0.7,0.045,92.61,27.018,0
11,10,314,0,6.73,0.07287,0.68,0.017,92.46,26.629,0
11,10,314,1,7.22,0.11626,0.73,0.017,92.58,26.548,0
11,10,314,2,6.98,0.11114,0.79,0.017,92.53,26.627,0
11,10,314,3,6.77,0.10853,0.87,0.13,92.42,26.617,0
11,10,314,4,6.75,0.11036,0.96,0.13,92.45,26.524,0
11,10,314,5,6.76,0.11517,1.04,0.13,92.44,26.281,0
11,10,314,6,7.77,0.18928,1.12,0.053,92.52,24.61,0
11,10,314,7,7.09,0.14294,1.13,0.053,92.44,23.553,1.92
11,10,314,8,7.43,0.1682,1.16,0.053,92.48,24.288,174.79
11,10,314,9,10.78,0.43458,1.16,0.08,92.53,25.321,345.63
11,10,314,10,8.77,0.29109,1.26,0.08,92.52,27.04,468.92
11,10,314,11,9.78,0.39307,1.34,0.08,92.53,28.696,541.62
11,10,314,12,10.72,0.49691,1.4,0.087,92.35,30.182,509.62
11,10,314,13,10.78,0.50629,1.43,0.087,92.49,31.034,474.51
11,10,314,14,10.76,0.51051,1.45,0.087,92.43,31.235,390.75
11,10,314,15,8.86,0.36086,1.48,0.02,92.29,30.854,297.83
11,10,314,16,10.11,0.4379,1.39,0.02,92.34,29.991,111.42
11,10,314,17,9.49,0.36337,1.27,0.02,92.32,28.987,0
11,10,314,18,8.57,0.26694,1.01,0.033,92.34,29.436,0
11,10,314,19,8.76,0.2654,1.03,0.033,92.3,30.249,0
11,10,314,20,8.66,0.24144,1.05,0.033,92.32,30.459,0
11,10,314,21,7.77,0.15937,1.07,0.01,92.23,30.252,0
11,10,314,22,8.31,0.20581,1.11,0.01,92.32,29.654,0
11,10,314,23,8.05,0.1933,1.15,0.01,92.28,28.824,0
11,11,315,0,6.66,0.10411,1.19,0.017,92.06,27.984,0
11,11,315,1,7.42,0.16345,1.22,0.017,92.19,27.249,0
11,11,315,2,7.05,0.14603,1.25,0.017,92.14,26.708,0
11,11,315,3,6.51,0.11992,1.28,0.087,91.86,26.432,0
11,11,315,4,6.63,0.13028,1.38,0.087,92.02,26.484,0
11,11,315,5,6.58,0.13125,1.48,0.087,91.95,26.792,0
11,11,315,6,7.61,0.20821,1.58,0.263,91.79,25.746,0
11,11,315,7,6.88,0.13849,1.58,0.263,91.84,25.125,0.99
11,11,315,8,7.25,0.14618,1.59,0.263,91.82,25.286,156.8
11,11,315,9,9.79,0.32282,1.61,0.59,91.7,25.773,275.69
11,11,315,10,8.35,0.19963,1.59,0.59,91.77,26.633,374.86
11,11,315,11,9.07,0.24738,1.56,0.59,91.74,27.759,433.46
11,11,315,12,9.09,0.24254,1.52,1.027,91.56,28.602,469.91
11,11,315,13,9.57,0.30091,1.55,1.027,91.67,28.725,437.49
11,11,315,14,9.34,0.30378,1.61,1.027,91.62,27.961,359.96
11,11,315,15,6.68,0.1289,1.69,0.147,91.66,26.638,262.36
11,11,315,16,8.28,0.27462,1.54,0.147,91.58,25.543,96.68
11,11,315,17,7.47,0.24649,1.39,0.147,91.62,25.407,0
11,11,315,18,5.73,0.15668,1.2,0.083,91.74,27.274,0
11,11,315,19,6.36,0.20751,1.14,0.083,91.68,28.748,0
11,11,315,20,6.04,0.19656,1.07,0.083,91.7,29.222,0
11,11,315,21,4.86,0.13281,1,0.097,91.76,29.141,0
11,11,315,22,5.44,0.1767,0.99,0.097,91.74,28.908,0
11,11,315,23,5.15,0.16672,0.99,0.097,91.75,28.544,0
11,12,316,0,4.02,0.10671,0.98,0.007,91.88,28.125,0
11,12,316,1,4.57,0.14823,0.87,0.007,91.79,27.604,0
11,12,316,2,4.29,0.14015,0.75,0.007,91.83,27.076,0
11,12,316,3,3.57,0.10633,0.61,0.013,92.02,26.527,0
11,12,316,4,3.86,0.1269,0.56,0.013,91.91,25.921,0
11,12,316,5,3.71,0.12208,0.53,0.013,91.96,25.169,0
11,12,316,6,5.33,0.22033,0.52,0.01,92.3,22.976,0
11,12,316,7,4.13,0.13955,0.77,0.01,92.08,21.193,0.51
11,12,316,8,4.72,0.16249,0.88,0.01,92.18,21.804,173.91
11,12,316,9,8.7,0.42025,0.97,0.037,92.43,22.776,341.23
11,12,316,10,6.44,0.28277,1.1,0.037,92.33,24.493,466.18
11,12,316,11,7.56,0.38488,1.2,0.037,92.37,25.983,539.79
11,12,316,12,9.57,0.56227,1.29,0.03,92.47,27.282,562.26
11,12,316,13,8.99,0.51565,1.25,0.03,92.44,28.056,523.47
11,12,316,14,9.28,0.53799,1.23,0.03,92.45,28.157,429.89
11,12,316,15,7.39,0.3949,1.21,0.067,92.55,27.703,267.66
11,12,316,16,8.84,0.48015,1.12,0.067,92.49,26.469,96.17
11,12,316,17,8.11,0.40224,1.02,0.067,92.51,24.952,0
11,12,316,18,6.29,0.2452,0.78,0.03,92.55,24.399,0
11,12,316,19,7.02,0.27279,0.67,0.03,92.55,24.552,0
11,12,316,20,6.66,0.22624,0.54,0.03,92.55,24.251,0
11,12,316,21,5.66,0.14124,0.39,0.043,92.64,23.615,0
11,12,316,22,6.07,0.15714,0.4,0.043,92.57,23.344,0
11,12,316,23,5.86,0.13189,0.41,0.043,92.6,23.409,0
11,13,317,0,5.63,0.10491,0.42,0.237,92.67,23.557,0
11,13,317,1,5.65,0.10245,0.47,0.237,92.65,24.006,0
11,13,317,2,5.64,0.09779,0.51,0.237,92.66,24.421,0
11,13,317,3,5.87,0.11031,0.55,0.083,92.47,24.498,0
11,13,317,4,5.73,0.09379,0.59,0.083,92.63,24.125,0
11,13,317,5,5.81,0.09354,0.64,0.083,92.56,23.487,0
11,13,317,6,7.2,0.18298,0.7,0.65,92.34,21.558,0
11,13,317,7,6.33,0.09365,0.83,0.65,92.44,20.074,0.11
11,13,317,8,6.77,0.09524,0.95,0.65,92.4,20.747,101.64
11,13,317,9,9.93,0.30581,1.05,0.477,92.29,21.963,224.7
11,13,317,10,8.11,0.12564,1.16,0.477,92.33,23.041,307.85
11,13,317,11,9.02,0.15863,1.22,0.477,92.31,24.161,357.02
11,13,317,12,11.32,0.31708,1.27,0.197,92.17,24.951,410.97
11,13,317,13,10.41,0.19954,1.24,0.197,92.26,25.47,382.41
11,13,317,14,10.87,0.20374,1.21,0.197,92.22,25.999,313.76
11,13,317,15,10.59,0.14408,1.18,1.597,92.15,26.241,110.95
11,13,317,16,11.08,0.16609,1.09,1.597,92.17,25.62,39.13
11,13,317,17,10.84,0.1232,0.96,1.597,92.16,24.502,0
11,13,317,18,9.87,0.01979,0.73,0.407,92.18,24.851,0
11,13,317,19,10.35,0.07105,0.54,0.407,92.16,25.225,0
11,13,317,20,10.11,0.07041,0.41,0.407,92.17,24.414,0
11,13,317,21,9.06,0.01648,0.35,0,92.33,22.706,0
11,13,317,22,9.59,0.09753,0.36,0,92.21,21.146,0
11,13,317,23,9.32,0.10425,0.4,0,92.26,20.282,0
11,14,318,0,7.79,0.00471,0.46,0.006,92.52,20.34,0
11,14,318,1,8.62,0.09876,0.43,0.006,92.37,20.754,0
11,14,318,2,8.2,0.09389,0.4,0.006,92.44,20.865,0
11,14,318,3,6.65,0.00652,0.39,0,92.64,20.289,0
11,14,318,4,7.4,0.08494,0.35,0,92.55,19.08,0
11,14,318,5,7.02,0.08229,0.32,0,92.59,17.56,0
11,14,318,6,7.43,0.13237,0.3,0,92.82,14.654,0
11,14,318,7,6.89,0.09837,0.22,0,92.68,10.074,0.04
11,14,318,8,7.15,0.09724,0.18,0,92.74,10.256,169.59
11,14,318,9,14.19,0.66403,0.16,0,92.96,10.695,340.15
11,14,318,10,9.67,0.23592,0.53,0,92.85,17.992,468.23
11,14,318,11,11.92,0.43338,0.49,0,92.9,21.753,543.81
11,14,318,12,16.4,0.91553,0.43,0,92.91,23.86,565.67
11,14,318,13,14.93,0.72749,0.43,0,92.95,25.244,526.27
11,14,318,14,15.67,0.79479,0.43,0,92.93,25.948,431.09
11,14,318,15,12.82,0.4715,0.42,0.003,93.01,25.795,287.55
11,14,318,16,15.2,0.7299,0.42,0.003,92.93,24.286,98.95
11,14,318,17,14,0.60686,0.41,0.003,92.97,22.426,0
11,14,318,18,8.39,0.1015,0.08,0.003,93.18,18.77,0
11,14,318,19,11.33,0.26187,0.01,0.003,93.05,15.959,0
11,14,318,20,9.85,0.22275,0.02,0.003,93.1,13.6,0
11,14,318,21,6.31,0.04728,0.1,0,93.26,11.747,0
11,14,318,22,7.69,0.14566,0.06,0,93.2,10.627,0
11,14,318,23,7,0.09992,0.03,0,93.22,10.073,0
11,15,319,0,5.03,0,0.14,0,93.19,9.809,0
11,15,319,1,5.89,0.02204,0.12,0,93.24,9.051,0
11,15,319,2,5.46,0,0.12,0,93.22,7.728,0
11,15,319,3,4.13,0,0.13,0,93.23,6.003,0
11,15,319,4,4.73,0,0.11,0,93.2,4.156,0
11,15,319,5,4.43,0,0.11,0,93.21,2.332,0
11,15,319,6,6.46,0.03485,0.13,0,93.33,0.625,0
11,15,319,7,4.9,0,0.01,0,93.25,1.656,0
11,15,319,8,5.67,0,0.02,0,93.29,5.982,164.63
11,15,319,9,15.54,0.81081,0.04,0,93.33,9.034,339.99
11,15,319,10,9.49,0.23007,0.44,0,93.33,23.912,469.73
11,15,319,11,12.51,0.52619,0.56,0,93.33,27.689,546.54
11,15,319,12,16.87,1.03598,0.68,0,93.26,30.326,565.91
11,15,319,13,15.99,0.94413,0.68,0,93.31,32.234,526.35
11,15,319,14,16.43,1.0129,0.68,0,93.29,33.219,430.58
11,15,319,15,12.67,0.61661,0.68,0,93.26,33.249,284.13
11,15,319,16,15.47,0.92517,0.68,0,93.26,32.3,95.57
11,15,319,17,14.07,0.78353,0.65,0,93.26,30.938,0
11,15,319,18,8.93,0.30209,0.19,0,93.24,28.376,0
11,15,319,19,11.43,0.50704,0.19,0,93.26,27.605,0
11,15,319,20,10.18,0.39503,0.18,0,93.25,27.218,0
11,15,319,21,6.82,0.13808,0.18,0,93.25,26.909,0
11,15,319,22,8.23,0.24322,0.18,0,93.24,26.593,0
11,15,319,23,7.52,0.19672,0.17,0,93.25,26.264,0
11,16,320,0,5.2,0.04738,0.18,0,93.23,25.821,0
11,16,320,1,6.28,0.12467,0.15,0,93.25,25.03,0
11,16,320,2,5.74,0.09861,0.14,0,93.24,23.974,0
11,16,320,3,4.27,0.01785,0.15,0,93.26,22.698,0
11,16,320,4,4.89,0.05454,0.14,0,93.24,21.317,0
11,16,320,5,4.58,0.03626,0.13,0,93.25,19.967,0
11,16,320,6,6.72,0.17206,0.13,0,93.33,17.623,0
11,16,320,7,5.08,0.0261,0.12,0,93.28,13.979,0
11,16,320,8,5.9,0.03482,0.12,0,93.3,14.069,160.38
11,16,320,9,16.36,0.93745,0.12,0,93.29,15.57,335.97
11,16,320,10,9.94,0.24838,0.57,0,93.32,30.148,465.84
11,16,320,11,13.15,0.5145,0.63,0,93.31,34.295,542.84
11,16,320,12,16.58,0.87127,0.67,0.007,93.13,36.236,487.8
11,16,320,13,16.45,0.86157,0.66,0.007,93.25,37.286,453.56
11,16,320,14,16.52,0.87822,0.65,0.007,93.2,37.558,370.7
11,16,320,15,13,0.49585,0.64,0,93.09,36.901,277.73
11,16,320,16,15.39,0.75524,0.59,0,93.12,35.468,91.58
11,16,320,17,14.2,0.62835,0.54,0,93.11,33.731,0
11,16,320,18,9.37,0.17185,0.14,0,93.21,30.976,0
11,16,320,19,11.78,0.36626,0.11,0,93.12,29.988,0
11,16,320,20,10.57,0.25156,0.12,0,93.16,29.102,0
11,16,320,21,7.41,0,0.16,0,93.2,28.04,0
11,16,320,22,8.72,0.1127,0.15,0,93.21,26.692,0
11,16,320,23,8.06,0.08168,0.15,0,93.2,25.433,0
11,17,321,0,6.09,0,0.17,0,93.14,24.293,0
11,17,321,1,6.98,0.02131,0.11,0,93.19,23.343,0
11,17,321,2,6.54,0,0.07,0,93.17,22.343,0
11,17,321,3,4.97,0,0.1,0,93.09,20.965,0
11,17,321,4,5.72,0,0.03,0,93.13,19.327,0
11,17,321,5,5.35,0,0.02,0,93.11,17.886,0
11,17,321,6,6.98,0,0.06,0,93.14,15.262,0
11,17,321,7,5.64,0,0.03,0,93.1,11.165,0
11,17,321,8,6.31,0,0.06,0,93.12,12.891,156.42
11,17,321,9,15.56,0.79641,0.1,0,92.99,15.785,332.43
11,17,321,10,9.86,0.19727,0.61,0,93.11,27.917,462.39
11,17,321,11,12.72,0.46331,0.75,0,93.06,32.149,539.66
11,17,321,12,16.84,0.93302,0.87,0,92.68,34.573,559.65
11,17,321,13,16.02,0.83708,0.9,0,92.92,35.931,520.17
11,17,321,14,16.44,0.89565,0.92,0,92.82,36.427,424.88
11,17,321,15,13.25,0.54837,0.94,0,92.59,35.968,278.75
11,17,321,16,15.65,0.80999,0.91,0,92.66,34.414,90.32
11,17,321,17,14.46,0.67667,0.85,0,92.63,32.446,0
11,17,321,18,10.56,0.28402,0.41,0.017,92.55,30.647,0
11,17,321,19,12.36,0.44325,0.4,0.017,92.58,30.626,0
11,17,321,20,11.46,0.35754,0.41,0.017,92.57,30.199,0
11,17,321,21,10.33,0.25784,0.43,0,92.46,29.364,0
11,17,321,22,10.49,0.27767,0.52,0,92.53,28.808,0
11,17,321,23,10.42,0.27828,0.6,0,92.5,28.573,0
11,18,322,0,9.72,0.2299,0.68,0.013,92.24,28.422,0
11,18,322,1,10.15,0.25218,0.76,0.013,92.41,28.574,0
11,18,322,2,9.94,0.22374,0.84,0.013,92.34,28.334,0
11,18,322,3,9.83,0.20271,0.92,1,92.22,27.413,0
11,18,322,4,9.76,0.16749,0.92,1,92.24,26.106,0
11,18,322,5,9.8,0.14143,0.93,1,92.23,24.772,0
11,18,322,6,9.39,0.07947,0.96,2.737,92.22,22.394,0
11,18,322,7,9.68,0.09628,0.74,2.737,92.22,20.304,0
11,18,322,8,9.54,0.07758,0.52,2.737,92.22,19.883,62.55
11,18,322,9,12.5,0.33473,0.33,0.347,92.14,19.354,310.45
11,18,322,10,10.43,0.07451,0.52,0.347,92.2,20.526,433.12
11,18,322,11,11.47,0.1195,0.53,0.347,92.18,21.478,506.05
11,18,322,12,12.95,0.21668,0.55,0.063,92.14,22.357,489.43
11,18,322,13,12.65,0.21359,0.59,0.063,92.14,23.286,455.24
11,18,322,14,12.8,0.25627,0.63,0.063,92.14,24.134,371.53
11,18,322,15,10.84,0.10343,0.66,0.063,92.2,24.537,256.08
11,18,322,16,12.24,0.24312,0.69,0.063,92.15,23.919,81.65
11,18,322,17,11.54,0.17764,0.64,0.063,92.17,22.935,0
11,18,322,18,7.78,0,0.43,0,92.43,22.359,0
11,18,322,19,9.8,0.11468,0.38,0,92.25,22.89,0
11,18,322,20,8.78,0.10112,0.36,0,92.33,23.011,0
11,18,322,21,5.98,0,0.36,0.003,92.36,22.889,0
11,18,322,22,7.19,0.08024,0.31,0.003,92.41,22.457,0
11,18,322,23,6.59,0.06692,0.28,0.003,92.39,21.755,0
11,19,323,0,5.82,0.04736,0.26,0,92.32,20.87,0
11,19,323,1,5.93,0.05951,0.33,0,92.35,20.896,0
11,19,323,2,5.88,0.06636,0.39,0,92.34,21.832,0
11,19,323,3,5.32,0.04415,0.45,0,92.25,22.805,0
11,19,323,4,5.66,0.0728,0.5,0,92.3,23.425,0
11,19,323,5,5.49,0.06992,0.56,0,92.28,24.036,0
11,19,323,6,7.35,0.20226,0.61,0.067,92.17,23.419,0
11,19,323,7,6,0.0868,0.75,0.067,92.23,22.861,0
11,19,323,8,6.68,0.11184,0.88,0.067,92.21,23.322,149.19
11,19,323,9,11.94,0.51503,0.98,0.035,92.15,23.335,320.25
11,19,323,10,8.88,0.23559,1.12,0.035,92.17,24.219,448.62
11,19,323,11,10.41,0.34365,1.22,0.035,92.16,25.635,524.96
11,19,323,12,12.18,0.48809,1.31,0.06,92.04,27.447,497.52
11,19,323,13,12.03,0.47885,1.28,0.06,92.13,28.614,462.64
11,19,323,14,12.11,0.49203,1.24,0.06,92.09,28.732,377.29
11,19,323,15,10.3,0.33398,1.2,0.037,92.12,27.829,240.61
11,19,323,16,11.55,0.43438,1.16,0.037,92.06,26.321,75.26
11,19,323,17,10.92,0.36562,1.07,0.037,92.08,25.139,0
11,19,323,18,8.44,0.15081,0.89,0.003,92.37,26.036,0
11,19,323,19,9.66,0.24417,0.75,0.003,92.18,27.455,0
11,19,323,20,9.04,0.1912,0.59,0.003,92.26,27.751,0
11,19,323,21,6.65,0.01843,0.4,0,92.39,26.962,0
11,19,323,22,7.84,0.11821,0.43,0,92.37,26.205,0
11,19,323,23,7.24,0.0908,0.47,0,92.38,26.297,0
11,20,324,0,5.61,0,0.51,0,92.35,26.894,0
11,20,324,1,6.31,0.07056,0.57,0,92.38,27.406,0
11,20,324,2,5.96,0.07727,0.64,0,92.37,27.569,0
11,20,324,3,4.93,0.04229,0.71,0,92.35,27.507,0
11,20,324,4,5.38,0.08368,0.75,0,92.35,27.516,0
11,20,324,5,5.16,0.08301,0.79,0,92.35,27.805,0
11,20,324,6,6.67,0.19337,0.83,0.02,92.47,26.824,0
11,20,324,7,5.5,0.09908,0.86,0.02,92.38,25.67,0
11,20,324,8,6.08,0.11847,0.92,0.02,92.42,25.629,144.25
11,20,324,9,10.93,0.47075,0.97,0.03,92.54,25.667,313.98
11,20,324,10,8.08,0.23212,1.12,0.03,92.49,26.362,441.9
11,20,324,11,9.5,0.33363,1.22,0.03,92.51,27.32,517.96
11,20,324,12,11.74,0.5205,1.3,0.08,92.39,28.455,500.15
11,20,324,13,11.21,0.46836,1.23,0.08,92.51,29.316,465.03
11,20,324,14,11.48,0.4896,1.15,0.08,92.46,29.526,378.86
11,20,324,15,10.08,0.36306,1.07,0.167,92.44,28.98,219.71
11,20,324,16,11.18,0.43776,0.99,0.167,92.4,27.584,67.23
